7019.  0.01564554
7039.  0.03211455
7059.  0.04858355
7079.  0.06505256
7099.  0.08152154
7119.  0.1294581
7139.  0.179051
7159.  0.2266166
7179.  0.261844
7199.  0.3064897
7219.  0.3766932
7239.  0.4193783
7259.  0.4781111
7279.  0.5350436
7299.  0.5949456
7319.  0.6454325
7339.  0.6992866
7359.  0.7404618
7379.  0.7816371
7399.  0.8228123
7419.  0.8444341
7439.  0.865027
7459.  0.8856198
7479.  0.9062126
7499.  0.9268054
7519.  0.9376287
7539.  0.9479379
7559.  0.9582471
7579.  0.9593097
7599.  0.503627
7619.  0.5657806
7639.  0.5901452
7659.  0.8131754
7679.  0.9454952
7699.  0.9843428
7719.  0.9902447
7739.  0.9902033
7759.  0.9901619
7779.  0.9901205
7799.  0.9900791
7819.  0.9901676
7839.  0.990263
7859.  0.9903584
7879.  0.9904538
7899.  0.9905493
7919.  0.9923487
7939.  0.994238
7959.  0.9961271
7979.  0.9980164
7999.  0.9999056
8019.  0.9999951
8039.  0.9999899
8059.  0.9999846
8079.  0.9999795
8099.  0.9999743
8119.  0.9881569
8139.  0.9553241
8159.  0.9245877
8179.  0.9172387
8199.  0.9185902
8219.  0.9580337
8239.  0.8662152
8259.  0.9447942
8279.  0.9193774
8299.  0.9212531
8319.  0.9366788
8339.  0.9334205
8359.  0.9361256
8379.  0.9338764
8399.  0.9309304
8419.  0.9226277
8439.  0.9138905
8459.  0.9051533
8479.  0.8964161
8499.  0.8876788
8519.  0.8732224
8539.  0.8584647
8559.  0.8437071
8579.  0.8289495
8599.  0.8141918
8619.  0.7845769
8639.  0.7541798
8659.  0.723783
8679.  0.6933858
8699.  0.6629887
8719.  0.6202518
8739.  0.576865
8759.  0.5334787
8779.  0.4900919
8799.  0.4467052
8819.  0.4043104
8839.  0.3619675
8859.  0.3196249
8879.  0.277282
8899.  0.234939
8919.  0.2038137
8939.  0.1713178
8959.  0.1366343
8979.  0.1029634
8999.  0.07137953
9019.  0.06071229
9039.  0.05120647
9059.  0.03781176
9079.  0.02182181
9099.  0.009439868
9119.  0.007268202
9139.  0.005046391
9159.  0.003378053
9179.  0.001780745
9199.  9.124008E-5
