 1.10980e+05 0.0001
 1.11270e+05 0.0003
 1.11560e+05 0.0007
 1.11850e+05 0.0014
 1.12140e+05 0.0022
 1.12430e+05 0.0032
 1.12720e+05 0.0042
 1.13010e+05 0.0051
 1.13300e+05 0.0062
 1.13590e+05 0.0077
 1.13880e+05 0.0100
 1.14170e+05 0.0135
 1.14460e+05 0.0194
 1.14750e+05 0.0298
 1.15040e+05 0.0470
 1.15330e+05 0.0768
 1.15620e+05 0.1228
 1.15910e+05 0.1841
 1.16200e+05 0.2507
 1.16490e+05 0.3033
 1.16780e+05 0.3360
 1.17070e+05 0.3455
 1.17360e+05 0.3473
 1.17650e+05 0.3464
 1.17940e+05 0.3460
 1.18230e+05 0.3461
 1.18520e+05 0.3465
 1.18810e+05 0.3470
 1.19100e+05 0.3476
 1.19390e+05 0.3482
 1.19680e+05 0.3488
 1.19970e+05 0.3496
 1.20260e+05 0.3499
 1.20550e+05 0.3502
 1.20840e+05 0.3504
 1.21130e+05 0.3502
 1.21420e+05 0.3497
 1.21710e+05 0.3487
 1.22000e+05 0.3475
 1.22290e+05 0.3461
 1.22580e+05 0.3445
 1.22870e+05 0.3429
 1.23160e+05 0.3415
 1.23450e+05 0.3402
 1.23740e+05 0.3394
 1.24030e+05 0.3392
 1.24320e+05 0.3396
 1.24610e+05 0.3406
 1.24900e+05 0.3419
 1.25190e+05 0.3436
 1.25480e+05 0.3454
 1.25770e+05 0.3468
 1.26060e+05 0.3479
 1.26350e+05 0.3484
 1.26640e+05 0.3484
 1.26930e+05 0.3480
 1.27220e+05 0.3474
 1.27510e+05 0.3464
 1.27800e+05 0.3454
 1.28090e+05 0.3447
 1.28380e+05 0.3443
 1.28670e+05 0.3445
 1.28960e+05 0.3450
 1.29250e+05 0.3457
 1.29540e+05 0.3468
 1.29830e+05 0.3479
 1.30120e+05 0.3485
 1.30410e+05 0.3479
 1.30700e+05 0.3467
 1.30990e+05 0.3450
 1.31280e+05 0.3430
 1.31570e+05 0.3409
 1.31860e+05 0.3389
 1.32150e+05 0.3371
 1.32440e+05 0.3355
 1.32730e+05 0.3342
 1.33020e+05 0.3330
 1.33310e+05 0.3321
 1.33600e+05 0.3314
 1.33890e+05 0.3307
 1.34180e+05 0.3298
 1.34470e+05 0.3286
 1.34760e+05 0.3271
 1.35050e+05 0.3256
 1.35340e+05 0.3259
 1.35630e+05 0.3260
 1.35920e+05 0.3261
 1.36210e+05 0.3263
 1.36500e+05 0.3269
 1.36790e+05 0.3277
 1.37080e+05 0.3287
 1.37370e+05 0.3299
 1.37660e+05 0.3307
 1.37950e+05 0.3307
 1.38240e+05 0.3290
 1.38530e+05 0.3248
 1.38820e+05 0.3183
 1.39110e+05 0.3107
 1.39400e+05 0.3039
 1.39690e+05 0.2996
 1.39980e+05 0.2984
 1.40270e+05 0.2945
 1.40560e+05 0.2786
 1.40850e+05 0.2446
 1.41140e+05 0.1891
 1.41430e+05 0.1317
 1.41720e+05 0.0818
 1.42010e+05 0.0457
 1.42300e+05 0.0264
 1.42590e+05 0.0145
 1.42880e+05 0.0082
 1.43170e+05 0.0049
 1.43460e+05 0.0031
 1.43750e+05 0.0020
 1.44040e+05 0.0014
 1.44330e+05 0.0010
 1.44620e+05 0.0007
 1.44910e+05 0.0005
 1.45200e+05 0.0003
 1.45490e+05 0.0002
 1.45780e+05 0.0001
 1.46070e+05 0.0001
