4719.  0.005678528
4739.  0.01165593
4759.  0.01763333
4779.  0.02361073
4799.  0.02958813
4819.  0.05512469
4839.  0.0816907
4859.  0.1082567
4879.  0.1348227
4899.  0.1613887
4919.  0.2187347
4939.  0.2777007
4959.  0.3366667
4979.  0.3956327
4999.  0.4545987
5019.  0.5188884
5039.  0.5834581
5059.  0.6480279
5079.  0.7125977
5099.  0.7771675
5119.  0.815926
5139.  0.853326
5159.  0.890726
5179.  0.928126
5199.  0.965526
5219.  0.9735908
5239.  0.9801116
5259.  0.9866324
5279.  0.9931532
5299.  0.999674
5319.  0.9948736
5339.  0.9894774
5359.  0.9840811
5379.  0.978685
5399.  0.9732888
5419.  0.9586974
5439.  0.9436219
5459.  0.9285465
5479.  0.9134712
5499.  0.8983958
5519.  0.8776562
5539.  0.8566182
5559.  0.8355805
5579.  0.8145427
5599.  0.7935049
5619.  0.7759336
5639.  0.7585448
5659.  0.741156
5679.  0.7237672
5699.  0.7063785
5719.  0.6847811
5739.  0.6629623
5759.  0.6411435
5779.  0.6193247
5799.  0.5975059
5819.  0.5748912
5839.  0.5522346
5859.  0.529578
5879.  0.5069214
5899.  0.4842649
5919.  0.4631784
5939.  0.4421746
5959.  0.4211708
5979.  0.400167
5999.  0.3791632
6019.  0.3607227
6039.  0.3424171
6059.  0.3241115
6079.  0.3058059
6099.  0.2875003
6119.  0.2721414
6139.  0.2569376
6159.  0.2417339
6179.  0.22653
6199.  0.2113261
6219.  0.1985637
6239.  0.1859297
6259.  0.1732958
6279.  0.1606617
6299.  0.1480277
6319.  0.1365983
6339.  0.1252323
6359.  0.1138664
6379.  0.1025003
6399.  0.09113426
6419.  0.08291225
6439.  0.07485562
6459.  0.06679906
6479.  0.05874243
6499.  0.0506858
6519.  0.04593448
6539.  0.04135706
6559.  0.03677969
6579.  0.03220227
6599.  0.02762485
6619.  0.02555338
6639.  0.02361378
6659.  0.02167419
6679.  0.01973458
6699.  0.01779497
6719.  0.01701685
6739.  0.01629985
6759.  0.01558285
6779.  0.01486585
6799.  0.01414885
6819.  0.01341038
6839.  0.01267166
6859.  0.01135087
6879.  0.009412283
6899.  0.009359593
6919.  0.009491953
6939.  0.009231079
6959.  0.008874697
6979.  0.008447899
6999.  0.007949898
7019.  0.007437271
7039.  0.006923869
7059.  0.006410472
7079.  0.00589707
7099.  0.005383668
7119.  0.004856211
7139.  0.004328009
7159.  0.003766123
7179.  0.00307886
7199.  0.002564829
7219.  0.002408275
7239.  0.002077874
7259.  0.001839736
7279.  0.001589116
7299.  0.00134264
7319.  0.001093882
7339.  8.399696E-4
7359.  5.645711E-4
7379.  2.891701E-4
7399.  1.376900E-5
